No,Kota/Kab,ODP,PDP,Positif,Total
1,Kota Makassar,3102,1441,8792,13335
2,Kota Palopo,179,14,263,456
3,Kota Parepare,168,109,297,574
4,Kabupaten Bantaeng,171,3,193,367
5,Kabupaten Barru,72,10,94,176
6,Kabupaten Bone,322,22,145,489
7,Kabupaten Bulukumba,389,54,291,734
8,Kabupaten Enrekang,321,23,143,487
9,Kabupaten Gowa,565,324,1383,2272
10,Kabupaten Jeneponto,530,38,395,963
11,Kabupaten Kepulauan Selayar,84,7,156,247
12,Kabupaten Luwu,239,3,85,327
13,Kabupaten Luwu Timur,446,87,1413,1946
14,Kabupaten Luwu Utara,278,40,286,604
15,Kabupaten Maros,278,78,559,915
16,Kabupaten Pangkajene Dan Kepulauan,173,68,184,425
17,Kabupaten Pinrang,570,32,153,755
18,Kabupaten Sidenreng Rappang,119,54,160,333
19,Kabupaten Sinjai,278,23,375,676
20,Kabupaten Soppeng,82,40,198,320
21,Kabupaten Takalar,126,33,303,462
22,Kabupaten Tana Toraja,249,13,116,378
23,Kabupaten Toraja Utara,178,6,32,216
24,Kabupaten Wajo,74,25,138,237
25,Rekreasi Duta Covid19 SulSel,8,0,576,584
26,RS Lain-lain,0,0,449,449
-,Jumlah Sulsel,9001,2547,17179,28727
