No,Kota/Kab,ODP,PDP,Positif,Total
1,Kota Makassar,3102,1441,11074,15617
2,Kota Palopo,179,14,404,597
3,Kota Parepare,168,109,422,699
4,Kabupaten Bantaeng,171,3,344,518
5,Kabupaten Barru,72,10,119,201
6,Kabupaten Bone,322,22,591,935
7,Kabupaten Bulukumba,389,54,392,835
8,Kabupaten Enrekang,321,23,188,532
9,Kabupaten Gowa,565,324,1776,2665
10,Kabupaten Jeneponto,530,38,649,1217
11,Kabupaten Kepulauan Selayar,84,7,197,288
12,Kabupaten Luwu,239,3,142,384
13,Kabupaten Luwu Timur,446,87,1694,2227
14,Kabupaten Luwu Utara,278,40,453,771
15,Kabupaten Maros,278,78,767,1123
16,Kabupaten Pangkajene Dan Kepulauan,173,68,274,515
17,Kabupaten Pinrang,570,32,221,823
18,Kabupaten Sidenreng Rappang,119,54,254,427
19,Kabupaten Sinjai,278,23,513,814
20,Kabupaten Soppeng,82,40,310,432
21,Kabupaten Takalar,126,33,374,533
22,Kabupaten Tana Toraja,249,13,119,381
23,Kabupaten Toraja Utara,178,6,63,247
24,Kabupaten Wajo,74,25,289,388
25,Rekreasi Duta Covid19 SulSel,8,0,575,583
26,RS Lain-lain,0,0,443,443
-,Jumlah Sulsel,9001,2547,22647,34195
