No,Kota/Kab,ODP,PDP,Positif,Total
1,Kota Makassar,400,134,55,589
2,Kota Palopo,67,1,0,68
3,Kota Parepare,31,1,0,32
4,Kabupaten Bantaeng,82,2,0,84
5,Kabupaten Barru,56,1,0,57
6,Kabupaten Bone,238,4,0,242
7,Kabupaten Bulukumba,119,13,1,133
8,Kabupaten Enrekang,159,4,0,163
9,Kabupaten Gowa,113,28,15,156
10,Kabupaten Jeneponto,19,4,0,23
11,Kabupaten Kepulauan Selayar,39,1,0,40
12,Kabupaten Luwu,34,2,0,36
13,Kabupaten Luwu Timur,253,12,1,266
14,Kabupaten Luwu Utara,71,8,0,79
15,Kabupaten Maros,111,9,7,127
16,Kabupaten Pangkajene Dan Kepulauan,33,3,1,37
17,Kabupaten Pinrang,16,3,2,21
18,Kabupaten Sidenreng Rappang,74,26,3,103
19,Kabupaten Sinjai,120,7,0,127
20,Kabupaten Soppeng,30,3,0,33
21,Kabupaten Takalar,16,4,0,20
22,Kabupaten Tana Toraja,99,2,0,101
23,Kabupaten Toraja Utara,49,0,0,49
24,Kabupaten Wajo,50,1,0,51
-,Jumlah Sulsel,2279,273,85,2637
