No,Kota/Kab,ODP,PDP,Positif,Total
1,Kota Makassar,435,157,85,677
2,Kota Palopo,108,1,0,109
3,Kota Parepare,52,1,0,53
4,Kabupaten Bantaeng,99,2,0,101
5,Kabupaten Barru,56,2,0,58
6,Kabupaten Bone,238,4,0,242
7,Kabupaten Bulukumba,139,15,1,155
8,Kabupaten Enrekang,159,5,1,165
9,Kabupaten Gowa,124,51,17,192
10,Kabupaten Jeneponto,19,4,0,23
11,Kabupaten Kepulauan Selayar,50,1,0,51
12,Kabupaten Luwu,34,2,1,37
13,Kabupaten Luwu Timur,257,12,1,270
14,Kabupaten Luwu Utara,89,9,0,98
15,Kabupaten Maros,123,11,12,146
16,Kabupaten Pangkajene Dan Kepulauan,49,4,1,54
17,Kabupaten Pinrang,16,4,2,22
18,Kabupaten Sidenreng Rappang,72,23,12,107
19,Kabupaten Sinjai,137,8,0,145
20,Kabupaten Soppeng,41,5,0,46
21,Kabupaten Takalar,20,5,2,27
22,Kabupaten Tana Toraja,99,2,0,101
23,Kabupaten Toraja Utara,70,0,0,70
24,Kabupaten Wajo,53,1,0,54
-,Jumlah Sulsel,2539,329,135,3003
