No,Kota/Kab,ODP,PDP,Positif,Total
1,Kota Makassar,540,292,298,1130
2,Kota Palopo,121,3,0,124
3,Kota Parepare,68,6,1,75
4,Kabupaten Bantaeng,112,3,0,115
5,Kabupaten Barru,62,3,0,65
6,Kabupaten Bone,284,9,0,293
7,Kabupaten Bulukumba,190,24,2,216
8,Kabupaten Enrekang,159,11,2,172
9,Kabupaten Gowa,235,121,28,384
10,Kabupaten Jeneponto,248,13,1,262
11,Kabupaten Kepulauan Selayar,65,3,0,68
12,Kabupaten Luwu,35,2,1,38
13,Kabupaten Luwu Timur,267,18,1,286
14,Kabupaten Luwu Utara,138,11,0,149
15,Kabupaten Maros,139,15,24,178
16,Kabupaten Pangkajene Dan Kepulauan,77,10,2,89
17,Kabupaten Pinrang,61,8,5,74
18,Kabupaten Sidenreng Rappang,76,30,15,121
19,Kabupaten Sinjai,179,12,0,191
20,Kabupaten Soppeng,46,9,1,56
21,Kabupaten Takalar,32,8,2,42
22,Kabupaten Tana Toraja,133,3,3,139
23,Kabupaten Toraja Utara,77,0,0,77
24,Kabupaten Wajo,55,3,1,59
-,Jumlah Sulsel,3399,617,387,4403
