No,Kota/Kab,ODP,PDP,Positif,Total
1,Kota Makassar,2343,1348,3526,7217
2,Kota Palopo,177,14,10,201
3,Kota Parepare,129,100,71,300
4,Kabupaten Bantaeng,169,3,14,186
5,Kabupaten Barru,72,10,5,87
6,Kabupaten Bone,321,22,9,352
7,Kabupaten Bulukumba,363,54,148,565
8,Kabupaten Enrekang,280,23,32,335
9,Kabupaten Gowa,560,318,536,1414
10,Kabupaten Jeneponto,529,39,43,611
11,Kabupaten Kepulauan Selayar,84,7,10,101
12,Kabupaten Luwu,239,3,11,253
13,Kabupaten Luwu Timur,446,87,558,1091
14,Kabupaten Luwu Utara,277,40,12,329
15,Kabupaten Maros,273,76,153,502
16,Kabupaten Pangkajene Dan Kepulauan,131,54,27,212
17,Kabupaten Pinrang,542,33,23,598
18,Kabupaten Sidenreng Rappang,87,52,36,175
19,Kabupaten Sinjai,259,20,55,334
20,Kabupaten Soppeng,82,40,57,179
21,Kabupaten Takalar,72,34,85,191
22,Kabupaten Tana Toraja,230,11,31,272
23,Kabupaten Toraja Utara,177,6,5,188
24,Kabupaten Wajo,71,23,9,103
25,Rekreasi Duta Covid19 SulSel,8,0,777,785
26,RS Lain-lain,0,0,232,232
-,Jumlah Sulsel,7921,2417,6475,16813
