No,Kota/Kab,ODP,PDP,Positif,Total
1,Kota Makassar,3060,1441,8020,12521
2,Kota Palopo,179,14,156,349
3,Kota Parepare,168,109,226,503
4,Kabupaten Bantaeng,171,3,158,332
5,Kabupaten Barru,72,10,70,152
6,Kabupaten Bone,322,22,127,471
7,Kabupaten Bulukumba,389,54,256,699
8,Kabupaten Enrekang,321,23,107,451
9,Kabupaten Gowa,565,324,1291,2180
10,Kabupaten Jeneponto,530,38,300,868
11,Kabupaten Kepulauan Selayar,84,7,157,248
12,Kabupaten Luwu,239,3,68,310
13,Kabupaten Luwu Timur,446,87,1295,1828
14,Kabupaten Luwu Utara,278,40,203,521
15,Kabupaten Maros,278,78,499,855
16,Kabupaten Pangkajene Dan Kepulauan,173,68,165,406
17,Kabupaten Pinrang,570,32,107,709
18,Kabupaten Sidenreng Rappang,119,54,154,327
19,Kabupaten Sinjai,278,23,328,629
20,Kabupaten Soppeng,82,40,189,311
21,Kabupaten Takalar,126,33,273,432
22,Kabupaten Tana Toraja,249,13,87,349
23,Kabupaten Toraja Utara,178,6,22,206
24,Kabupaten Wajo,74,25,130,229
25,Rekreasi Duta Covid19 SulSel,8,0,668,676
26,RS Lain-lain,0,0,445,445
-,Jumlah Sulsel,8959,2547,15501,27007
