No,Kota/Kab,ODP,PDP,Positif,Total
1,Kota Makassar,2621,1441,4359,8421
2,Kota Palopo,177,14,34,225
3,Kota Parepare,149,109,80,338
4,Kabupaten Bantaeng,169,3,91,263
5,Kabupaten Barru,72,10,9,91
6,Kabupaten Bone,322,22,20,364
7,Kabupaten Bulukumba,365,54,193,612
8,Kabupaten Enrekang,290,23,35,348
9,Kabupaten Gowa,560,324,716,1600
10,Kabupaten Jeneponto,529,38,126,693
11,Kabupaten Kepulauan Selayar,84,7,21,112
12,Kabupaten Luwu,239,3,12,254
13,Kabupaten Luwu Timur,446,87,703,1236
14,Kabupaten Luwu Utara,278,40,14,332
15,Kabupaten Maros,273,79,243,595
16,Kabupaten Pangkajene Dan Kepulauan,140,68,52,260
17,Kabupaten Pinrang,567,33,29,629
18,Kabupaten Sidenreng Rappang,89,54,39,182
19,Kabupaten Sinjai,268,23,93,384
20,Kabupaten Soppeng,82,40,78,200
21,Kabupaten Takalar,74,34,115,223
22,Kabupaten Tana Toraja,248,13,41,302
23,Kabupaten Toraja Utara,178,6,8,192
24,Kabupaten Wajo,71,25,14,110
25,Rekreasi Duta Covid19 SulSel,8,0,859,867
26,RS Lain-lain,0,0,270,270
-,Jumlah Sulsel,8299,2550,8254,19103
