No,Kota/Kab,ODP,PDP,Positif,Total
1,Kota Makassar,1035,881,714,2630
2,Kota Palopo,143,9,3,155
3,Kota Parepare,90,49,29,168
4,Kabupaten Bantaeng,156,3,1,160
5,Kabupaten Barru,67,8,1,76
6,Kabupaten Bone,307,20,7,334
7,Kabupaten Bulukumba,254,36,9,299
8,Kabupaten Enrekang,170,12,7,189
9,Kabupaten Gowa,361,249,87,697
10,Kabupaten Jeneponto,260,18,4,282
11,Kabupaten Kepulauan Selayar,74,5,0,79
12,Kabupaten Luwu,64,3,8,75
13,Kabupaten Luwu Timur,439,56,110,605
14,Kabupaten Luwu Utara,180,32,29,241
15,Kabupaten Maros,184,38,53,275
16,Kabupaten Pangkajene Dan Kepulauan,112,20,15,147
17,Kabupaten Pinrang,177,21,6,204
18,Kabupaten Sidenreng Rappang,82,33,30,145
19,Kabupaten Sinjai,208,13,6,227
20,Kabupaten Soppeng,91,19,9,119
21,Kabupaten Takalar,52,22,7,81
22,Kabupaten Tana Toraja,148,4,3,155
23,Kabupaten Toraja Utara,160,3,0,163
24,Kabupaten Wajo,62,9,1,72
-,Jumlah Sulsel,4884,1563,1296,7743
