No,Kota/Kab,ODP,PDP,Positif,Total
1,Kota Makassar,2621,1433,4325,8379
2,Kota Palopo,177,14,34,225
3,Kota Parepare,149,109,78,336
4,Kabupaten Bantaeng,169,3,86,258
5,Kabupaten Barru,72,10,8,90
6,Kabupaten Bone,322,22,20,364
7,Kabupaten Bulukumba,365,54,171,590
8,Kabupaten Enrekang,290,23,34,347
9,Kabupaten Gowa,560,324,709,1593
10,Kabupaten Jeneponto,529,38,125,692
11,Kabupaten Kepulauan Selayar,84,7,21,112
12,Kabupaten Luwu,239,3,12,254
13,Kabupaten Luwu Timur,446,87,703,1236
14,Kabupaten Luwu Utara,278,40,14,332
15,Kabupaten Maros,273,79,241,593
16,Kabupaten Pangkajene Dan Kepulauan,140,68,52,260
17,Kabupaten Pinrang,567,33,29,629
18,Kabupaten Sidenreng Rappang,89,54,37,180
19,Kabupaten Sinjai,268,23,83,374
20,Kabupaten Soppeng,82,40,78,200
21,Kabupaten Takalar,74,34,115,223
22,Kabupaten Tana Toraja,248,13,41,302
23,Kabupaten Toraja Utara,178,6,8,192
24,Kabupaten Wajo,71,25,11,107
25,Rekreasi Duta Covid19 SulSel,8,0,859,867
26,RS Lain-lain,0,0,265,265
-,Jumlah Sulsel,8299,2542,8159,19000
